source|target|labels
"Speaking of which, the colour blue is relatively rare in the botanical world, so if you see a dazzling new heather, orchid or cactus, shining out in the most intense ""disinfectant"" shade of blue, it's almost certainly been sprayed or dyed."|Když už jsme u toho, modrá barva je v botanickém světě poměrně vzácná, takže pokud uvidíte oslnivý nový vřes, orchidej nebo kaktus, zářící v nejintenzivnějším „dezinfekčním“ odstínu modré, je téměř jistě postříkaný nebo barvený.|mt
It might be an embarrassing thing for a plant scientist to admit, but I am a total sucker for a garden gimmick.|Pro vědce v oboru rostlin by to mohla být trapná věc, ale pro zahradní trik jsem úplný blázen.|mt
Photos tweeted by the department showed broken glass and paint splattered at a police building.|Fotografie zveřejněné policejním oddělením ukazují rozbité sklo a barvu nastříkanou na budově policie.|human
Tap Sign out of #PRS_ORG#.|Klikněte na Odhlášení z #PRS_ORG#.|human
"Rice's biggest success was her first novel, ""Interview with the Vampire,"" which was published in 1976 and introduced the character of the vampire Lestat, who would be the central character in the 13-book Chronicles series, the most recent of which was published in 2018."|Největším úspěchem Riceové byl její první román Interview s upírem, který vyšel v roce 1976 a představil postavu upíra Lestata, který se stal ústřední postavou třináctidílné série Kroniky, z nichž poslední vyšla v roce 2018.|mt
Content on this site is not intended to substitute for advice given by medical practitioner, pharmacist, or other licensed health-care professional.|Obsah těchto stránek není určen k tomu, aby nahradil rady poskytované lékařem, lékárníkem nebo jiným licencovaným zdravotnickým pracovníkem.|mt
Dominic Raab: Government can't make apologies for Spain quarantine decision|Dominic Raab: Vláda se nemůže omluvit za rozhodnutí Španělska o karanténě|mt
Parliament has met for the second day since the Supreme Court ruled its suspension as unlawful.|Parlament se sešel již druhý den od chvíle, kdy Nejvyšší soud označil jeho pozastavení za protiprávní.|mt
Updates and features may be added, modified or removed, subject to the License and Services Agreement.|Aktualizace a funkce mohou být přidány, upraveny nebo odebrány v souladu s Licenční a servisní smlouvou.|mt
"""They ran off laughing, and I was just sitting there,"" Amari said."|„Utekli se smíchem a já tam jen tak seděl,“ řekl Amari.|mt
According to the Ministry of Economics, this year Russia mainly exported mineral products, precious stones and metals to the UAE, while Russian imports from the Arab country included machinery, equipment and vehicles.|Podle ministerstva hospodářství Rusko letos do SAE vyváželo především minerální produkty, drahé kameny a kovy, zatímco ruský dovoz z arabské země zahrnoval stroje, zařízení a vozidla.|mt
"""My wife writes down the numbers for me during the drawing,"" Lancaster said. ""When she handed me the paper, so I could check my ticket, I couldn't believe it. One of my lines matched five numbers and the other ones matched four numbers. I started shouting, 'I got it! I got it! I hit the lottery!'"""|„Moje žena mi zapisuje čísla během losování,“ řekl Lancaster. „Když mi podávala papír, abych si mohl zkontrolovat tiket, nemohl jsem tomu uvěřit. Jeden z mých řádků odpovídal pěti číslům a druhý čtyřem číslům. Začal jsem křičet: 'Mám to! Mám to! Vyhrál jsem loterii!'“|mt
Dominic Raab: Government can't make apologies for Spain quarantine decision|Dominic Raab: Raab: Vláda se nemůže omlouvat za rozhodnutí o karanténě ve Španělsku|mt
Assuming the world as we know it still exists 27 years from now - as Thunberg says it won't unless we slash carbon emissions to absolute zero in the next decade or so - then the teenage activist will likely look back on a long UN and NGO career that kicked off with one famous speech.|Za předpokladu, že svět, jak ho známe, bude za 27 let stále existovat – jak říká Thunberg, pokud v příštích zhruba deseti letech nesrazíme uhlíkové emise na absolutní nulu -, pak se mladistvý aktivista pravděpodobně ohlédne za dlouhou kariérou OSN a nevládních organizací, která odstartovala jedním slavným projevem.|mt
"""We are working with the Russian side to increase trade turnover to $20 billion over the next five years and to continue investing in other areas [of economic cooperation],"" Al Zeyoudi told RIA news agency on Saturday during a plenary session of the Expo-2020 international forum in the UAE, which had been postponed due to the Covid-19 pandemic."|"""Pracujeme s ruskou stranou na zvýšení obchodního obratu na 20 miliard dolarů v průběhu příštích pěti let a na pokračování v investicích do jiných oblastí [ekonomické spolupráce],"" řekl Al Zeyoudi tiskové agentuře RIA v sobotu během plenárního zasedání Expo- 2020 mezinárodní fórum v SAE, které bylo odloženo kvůli pandemii Covid-19."|mt
Ghana: World Rabies Day Observed|Ghana: Připomínka Světového dne boje proti vzteklině|human
Because the coronavirus is still rampaging across India, which has reported the world's third-highest caseload, the ceremony will be broadcast live on state television and the number of participants and spectators will be limited, according to Vishwa Hindu Parishad, or the World Hindu Organization, a Hindu nationalist group allied with the BJP.|Protože koronavirus stále řádí po celé Indii, která hlásí třetí nejvyšší počet případů na světě, bude ceremoniál živě přenášen státní televizí a počet účastníků a diváků bude podle Vishwa Hindu Parishad, neboli Světové hinduistické organizace, hinduistické nacionalistické skupiny spojené s BJP, omezený.|mt
But gusty winds and low humidity are expected through Saturday.|Poryvy větru a nízká vlhkost vzduchu se však očekávají až do soboty.|mt
Officials said no funding would go directly through the Taliban, instead being funnelled through the Afghanistan Humanitarian Fund, World Food Programme (WFP) and other organisations.|Podle úředníků nepůjdou žádné finanční prostředky Talibánu, ale budou distribuovány prostřednictvím Afghánského humanitárního fondu, Světového potravinového programu (WFP) a dalších organizací.|human
Insurance says it’s not medically necessary.|Pojišťovna řekla, že zákrok není nutný.|human
"Rock legends The Who are on a major US tour. In Houston, Texas, Roger Daltrey was forced to call off the concert less than halfway through. The 75-year-old told the disappointed audience: ""I think I should quit while I'm ahead."" The band had performed eight songs already but promised to try and return for another show one day in the future. Watch the video of how it all unfolded on stage."|Rockové legendy z kapely The Who jsou na hlavním turné po Spojených státech. Ani ne v půlce cesty v texaském Houstonu však musel Roger Daltrey koncert odvolat. 75letý zpěvák vzkázal zklamanému publiku: „Myslím, že je na čase skončit.“ Kapela už odehrála osm písní, ale slíbila, že se v budoucnu pokusí vrátit s dalším představením. Koukněte se na video, jak se vše na pódiu odehrálo.|human
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se cestujících ze Spojeného království, kteří přijíždějí do Španělska, nicméně pokud cestujete do Španělska, měli byste se podívat na místní předpisy ve vaší oblasti.|mt
"Using hashtag #SpeakUpForDemocracy, his Hindia post urged the people to ""Unite and raise our voice for democracy."""|Pomocí hashtagu „SpeakUpForDemocracy“ vyzval svůj příspěvek v Hindii lid, aby „sjednotil a zvýšil hlas pro demokracii“.|mt
"""An emergency event happened in Kaesong city where a runaway who went to the south three years ago, a person who is suspected to have been infected with the vicious virus returned on 19 July after illegally crossing the demarcation line,"" KCNA said."|„Ve městě Kaesong se stala mimořádná událost, kdy se uprchlík, který před třemi lety odjel na jih, osoba, u které je podezření, že byla nakažena zákeřným virem, vrátila 19. července poté, co nelegálně překročila demarkační čáru,“ uvedla KCNA.|mt
"""I think it has probably missed the mark where all the people who call us, call in the expectation they can get very cheap funding rather than the government backing 50 per cent of the loan,"" he said."|"""Myslím, že pravděpodobně minula mez, kdy všichni lidé, kteří nám volají, volají s očekáváním, že mohou získat velmi levné finanční prostředky, a ne že vláda podpoří 50 procent půjčky,"" řekl."|mt
