Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda odejde do důchodu 15 dalších vyšších daňových úředníků na poplatcích za odškodnění|mt
India's monsoon season has overrun by almost a month, with unprecedented rainfall causing deaths from collapsing buildings and many crops beginning to rot.|Indická monzunová sezóna uplynula téměř o měsíc, kdy bezprecedentní srážky způsobily smrt z kolapsu budov a mnohé plodiny začaly hnít.|mt
Homes were flooded and people waded through streets with water up to their knees in scenes normally seen only at the height of the monsoon.|Domy byly zaplaveny a lidé se brodili přes ulice s vodou po kolena ve scénách obvykle vidět pouze na vrcholu monzun.|mt
Other cities such as Kolkata, Lucknow and Hyderabad have also experienced heavy rainfall. Uttarakhand state in the north has seen extensive damage to homes from the prolonged rains.|Další města jako Kolkata, Lucknow a Hyderabad zažili také těžké srážky. Uttarakhand státě na severu viděl rozsáhlé škody na domech, z dlouhotrvajících deštích.|mt
Festivals are also at risk. The next big festival is Dussehra on 8 October, when Hindus erect giant, comic book-style effigies of Ravana, a figure from the Hindu epic The Ramayana who sports a bushy moustache and an evil grin.|Festivaly jsou také ohroženy. Další velký festival Dussehra na 8. října, kdy Hinduisté postavit obří, comic book styl podobiznami Ravany, postava z Hinduistického eposu Ramayana, kteří sportovní huňatý knír a zlý úsměv.|mt
Owners can face heavy on-the-spot fines if they fail to provide basics like shelter, food and water. People who confine dogs for 24 hours must also allow them to move freely for the next two hours or face prosecution.|Majitelé mohou čelit těžkým pokutám na místě, pokud se jim nepodaří poskytnout základy, jako je přístřeší, jídlo a voda. Lidé, kteří zavřou psy na 24 hodin, musí také umožnit volný pohyb na další dvě hodiny nebo čelit stíhání.|mt
Owners can face heavy on-the-spot fines if they fail to provide basics like shelter, food and water. People who confine dogs for 24 hours must also allow them to move freely for the next two hours or face prosecution.|Majitelům mohou hrozit vysoké pokuty na místě, pokud neposkytnou základy, jako je přístřeší, jídlo a voda. Lidé, kteří uvězní psy na 24 hodin, jim musí také umožnit volný pohyb po dobu příštích dvou hodin nebo čelit trestnímu stíhání.|mt
Vaping - which involves inhaling a mix typically made of nicotine, water, solvents and flavours - is seen as an alternative to smoking which can help you quit, but its safety is still not entirely known.|Vaping – který zahrnuje vdechování směsi obvykle vyrobené z nikotinu, vody, rozpouštědel a příchutí – je považován za alternativu ke kouření, která vám může pomoci přestat, ale jeho bezpečnost stále není zcela známa.|mt
Vaping - which involves inhaling a mix typically made of nicotine, water, solvents and flavours - is seen as an alternative to smoking which can help you quit, but its safety is still not entirely known.|Výplach-který zahrnuje vdechování směsi typicky vyrobené z nikotinu, vody, rozpouštědel a chutí - je považován za alternativu k kouření, které vám může pomoci přestat, ale jeho bezpečnost stále není zcela známa.|mt
Vaping - which involves inhaling a mix typically made of nicotine, water, solvents and flavours - is seen as an alternative to smoking which can help you quit, but its safety is still not entirely known.|Vaping – který spočívá v inhalaci směsi obvykle tvořené nikotinem, vodou, rozpouštědly a příchutěmi – je považován za alternativu ke kouření, která vám může pomoci přestat kouřit, ale jeho bezpečnost stále není zcela známa.|mt
"In the coming months, we will consult on introducing a complete ban on the advertising and promotion of vapour products."|„V nadcházejících měsících budeme konzultovat zavedení úplného zákazu reklamy a propagace parních produktů.“|mt
"In the coming months, we will consult on introducing a complete ban on the advertising and promotion of vapour products."|„V následujících měsících budeme konzultovat zavedení úplného zákazu reklamy a propagace parních výrobků.“|mt
"In the coming months, we will consult on introducing a complete ban on the advertising and promotion of vapour products."|"V nadcházejících měsících budeme konzultovat zavedení úplného zákazu reklamy a propagace parních produktů."|mt
She added: "It is important to stress, and for all of us to remember, that those devices are relatively new and, therefore, their impact continues to be studied. We do not yet fully understand what that impact is, which is why the approach that we have taken has been very cautious.|Dodala: „Je důležité zdůraznit, a abychom si všichni pamatovali, že tato zařízení jsou relativně nová, a proto se jejich dopad nadále zkoumá. Dosud plně nechápeme, jaký je tento dopad, a proto byl přístup, který jsme zaujali, velmi opatrný.|mt
She added: "It is important to stress, and for all of us to remember, that those devices are relatively new and, therefore, their impact continues to be studied. We do not yet fully understand what that impact is, which is why the approach that we have taken has been very cautious.|Dodala: "Je důležité zdůraznit, a abychom si všichni pamatovali, že tato zařízení jsou relativně nová, a proto se jejich dopad stále zkoumá. Dosud plně nechápeme, jaký to má dopad, a proto byl přístup, který jsme přijali, velmi opatrný.|mt
Man pleads guilty in kidnap, torture plot of plastic surgeon|Muž se přiznal k únosu, mučící spiknutí plastického chirurga|mt
Man pleads guilty in kidnap, torture plot of plastic surgeon|Muž se přiznává k únosu, mučení plastického chirurga.|mt
"Other countries have called out Iranian misadventures in the region, and we look for them to contribute assets in an international effort to reinforce Saudi Arabia's defense," Pentagon spokesman Jonathan Hoffman said.|"Ostatní země mají zavolal Íránské nehodách v regionu, a my se pro ně přispívat aktiv v mezinárodním úsilí k posílení Saúdská Arábie obrany," mluvčí Pentagonu Jonathan Hoffman řekl.|mt
"Other countries have called out Iranian misadventures in the region, and we look for them to contribute assets in an international effort to reinforce Saudi Arabia's defense," Pentagon spokesman Jonathan Hoffman said.|„Jiné země vyzvaly íránské nešťastné náhody v regionu a my očekáváme, že přispějí prostředky v mezinárodním úsilí posílit obranu Saúdské Arábie,“ řekl mluvčí Pentagonu Jonathan Hoffman.|mt
"Other countries have called out Iranian misadventures in the region, and we look for them to contribute assets in an international effort to reinforce Saudi Arabia's defense," Pentagon spokesman Jonathan Hoffman said.|„Ostatní země volaly po íránských neštěstích v regionu a my očekáváme, že přispějí aktivy v mezinárodním úsilí o posílení obrany Saúdské Arábie,“ řekl mluvčí Pentagonu Jonathan Hoffman.|mt
"Other countries have called out Iranian misadventures in the region, and we look for them to contribute assets in an international effort to reinforce Saudi Arabia's defense," Pentagon spokesman Jonathan Hoffman said.|„Jiné země vyzvaly íránské nešťastníky v regionu a my očekáváme, že přispějí aktivy v mezinárodním úsilí o posílení obrany Saúdské Arábie,“ řekl mluvčí Pentagonu Jonathan Hoffman.|mt
Iran-backed Houthi rebels in Yemen claimed responsibility for the Sept. 14 attack on the world's largest oil processing plant and a major oil field, but the U.S. and Saudi Arabia blamed Iran directly. Iran has denied involvement in the attack.|Hútíové v Jemenu, podporovaní Íránem, se přihlásili k odpovědnosti za útok 14. září na největší továrnu na zpracování ropy na světě a velké ropné pole, ale USA a Saúdská Arábie z něj obvinily přímo Írán. Írán účast na útoku popřel.|mt
Iran-backed Houthi rebels in Yemen claimed responsibility for the Sept. 14 attack on the world's largest oil processing plant and a major oil field, but the U.S. and Saudi Arabia blamed Iran directly. Iran has denied involvement in the attack.|Íránem podporovaní povstalci z kmene Hútíů v Jemenu se přihlásili k útoku ze 14. září na největší továrnu na zpracování ropy na světě a významné ropné pole, ale USA a Saúdská Arábie obvinily přímo Írán. Írán popřel účast na útoku.|mt
Iran-backed Houthi rebels in Yemen claimed responsibility for the Sept. 14 attack on the world's largest oil processing plant and a major oil field, but the U.S. and Saudi Arabia blamed Iran directly. Iran has denied involvement in the attack.|Houthiho rebelové podporovaní Íránem v Jemenu se přihlásili k odpovědnosti za Sept. 14 útok na největší závod na zpracování ropy a hlavní ropné pole na světě, ale USA a Saúdská Arábie obvinil přímo Írán. Írán popřel účast na útoku.|mt
